,User attribute 1,User attribute 2,User attribute 3,User attribute 4,User attribute 5,User attribute 6,User attribute 7,User attribute 8,User attribute 9,User attribute 11,User attribute 12,Age,Phone OS version,Countries,User source sh,User attribute 10,Phone brand sh,Target variable Y
4425,29,0,4,1,0.05714285714,0.14285714289999998,0.0,70,0,1,1,31,8.1.0,US,Bidalgo - Facebook,MV,LGE,0
9366,23,0,5,1,0.006666666666999999,0.3133333333,0.0,150,0,0,1,25,8.1.0,SE,Facebook,MV,samsung,0
7820,44,0,1,0,0.036363636360000014,0.09090909091,0.0,55,0,1,1,46,8.0.0,US,Fyber - Android,MV,motorola,0
4162,28,0,4,0,0.03225806452,0.2903225806,0.0,31,0,1,0,30,5.0.2,GB,Facebook,MV,HTC,0
4678,20,0,1,2,0.02380952381,0.04761904762,0.0,42,0,0,0,22,6.0.1,US,Other,MV,HTC,0
5755,25,0,3,2,0.06481481481000001,0.1018518519,0.0,108,0,1,1,27,8.0.0,US,Fluent,Fluent,samsung,0
681,47,0,3,2,0.0,0.05084745763,0.0,59,0,0,1,49,8.0.0,US,Bidalgo - Facebook,MV,motorola,0
6405,24,0,5,1,0.07462686567,0.2014925373,0.0,134,0,1,1,26,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
606,19,0,0,0,0.08,0.24,0.0,25,0,0,0,21,7,US,Facebook,MV,Alco,0
9259,22,0,0,0,0.02777777778,0.04166666667,0.0,72,0,0,1,24,8.1.0,DE,Facebook,MV,samsung,0
9307,14,0,2,1,0.0,0.1627906977,0.0,43,0,0,1,16,8.1.0,US,Facebook,MV,Google,0
9592,40,0,0,0,0.04081632653,0.02040816327,0.0,49,0,1,1,42,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
9834,35,0,1,0,0.0,0.2926829268,0.0,41,0,0,0,37,7.1.2,US,Bidalgo - Facebook,MV,LGE,0
5019,15,0,0,0,0.0,0.1333333333,0.0,60,0,0,0,17,7,SG,MV,MV,Xiaomi,0
878,13,0,2,0,0.0,0.08421052632,0.0,95,0,0,1,15,8.1.0,SG,Facebook,MV,OnePlus,0
3923,19,0,1,1,0.0,0.09090909091,0.0,55,0,1,1,21,8.0.0,US,MV,MV,samsung,0
7513,28,0,2,0,0.02631578947,0.1842105263,0.0,76,0,0,1,30,8.0.0,DE,Bidalgo - Facebook,MV,samsung,0
5911,17,0,0,1,0.02,0.08,0.0,50,0,0,1,19,8.0.0,US,Facebook,MV,samsung,0
5597,30,0,5,2,0.02631578947,0.3157894737,0.0,38,0,1,0,32,6,US,MV,MV,LENOVO,0
8517,19,0,2,1,0.02597402597,0.2077922078,0.0,77,0,0,0,21,7,FI,Bidalgo - Instagram,MV,HUAWEI,0
6050,40,0,0,0,0.04081632653,0.0612244898,0.0,49,0,0,0,42,7,SE,Facebook,MV,samsung,0
5960,49,0,0,1,0.0243902439,0.21951219510000006,0.0,41,0,1,1,51,8.0.0,US,Facebook,MV,samsung,0
2347,16,0,7,1,0.011627906979999998,0.2674418605,0.0,86,0,0,1,18,8.0.0,US,Bidalgo - Instagram,MV,motorola,0
1821,39,0,9,0,0.0,0.4035087719,0.0,114,0,0,1,41,8.0.0,US,UnityAds - Android,MV,samsung,0
6393,42,0,0,0,0.0,0.0,0.0,9,0,1,0,44,5.1,US,MV,MV,motorola,0
5947,36,0,0,0,0.0,0.07142857142999999,0.0,42,0,1,1,38,8.0.0,FR,MV,MV,samsung,0
6659,46,0,4,1,0.02083333333,0.1354166667,0.0,96,0,1,0,48,7.1.1,US,Bidalgo - Facebook,MV,samsung,0
8476,19,0,2,1,0.1538461538,0.1538461538,0.0,65,0,0,1,21,9,SE,Facebook,MV,Global,0
308,17,0,1,1,0.03333333333,0.03333333333,0.0,60,0,0,0,19,7,US,Other,MV,samsung,0
6318,25,0,4,1,0.0,0.3278688525,0.0,61,0,1,1,27,8.0.0,US,Facebook,MV,samsung,0
9335,26,0,0,1,0.0,0.029411764710000007,0.0,34,0,1,0,28,6,US,Bidalgo - Facebook,MV,BLU,0
8254,34,0,0,0,0.038461538460000014,0.1153846154,0.0,26,0,0,1,36,8.0.0,GB,Bidalgo - Facebook,MV,HUAWEI,0
6307,18,0,1,0,0.0,0.3235294118,0.0,34,0,0,0,20,7,GB,MV,MV,Global,0
8348,26,0,10,0,0.0487804878,0.3414634146,0.0,82,0,0,1,28,8.1.0,US,Facebook,MV,LGE,0
5699,25,0,3,1,0.03378378378,0.2027027027,0.0,148,0,0,0,27,7,SE,Facebook,MV,samsung,0
6423,29,0,1,2,0.16216216220000002,0.06756756757,0.0,74,0,1,0,31,7,US,Bidalgo - Facebook,MV,LGE,0
828,37,0,7,1,0.056,0.2,0.0,125,0,1,1,39,8.0.0,GB,Bidalgo - Facebook,MV,samsung,0
7171,30,0,4,1,0.0,0.08571428571,0.0,35,0,1,0,32,7,US,Facebook,MV,samsung,0
8290,27,0,0,1,0.05882352941000001,0.1470588235,0.0,34,0,0,0,29,7.1.1,US,Fluent,Fluent,motorola,0
8955,12,1,0,0,0.02040816327,0.0612244898,0.0,49,0,0,1,14,8.0.0,GB,Youtube,MV,samsung,0
3809,41,0,2,0,0.0,0.2033898305,0.0,59,0,1,0,43,7.1.1,US,MV,MV,AlcatelOneTouch,0
1382,13,0,0,0,0.03883495146,0.3009708738,0.0,103,0,0,1,15,8.0.0,CA,Bidalgo - Instagram,MV,samsung,0
3244,42,0,10,1,0.0,0.1333333333,0.0,150,0,0,1,44,8.0.0,CA,Bidalgo - Facebook,MV,samsung,0
8766,23,0,2,1,0.038461538460000014,0.1153846154,0.0,78,0,1,0,25,7,DK,Bidalgo - Facebook,MV,samsung,0
2061,33,0,13,0,0.02390438247,0.3625498008,0.0,251,0,0,1,35,8.0.0,DE,Facebook,MV,HUAWEI,0
1589,23,0,1,3,0.03191489362,0.02127659574,0.0,94,0,1,1,25,9,US,Fluent,Fluent,samsung,0
2014,32,0,1,0,0.0,0.25,0.0,20,0,0,0,34,7.1.2,US,Bidalgo - Facebook,MV,LGE,0
3792,18,0,1,0,0.02777777778,0.09722222222000003,0.0,144,0,0,1,20,8.0.0,GB,Facebook,MV,samsung,0
9393,22,0,0,0,0.0,0.2931034483,0.0,58,0,0,0,24,7,CA,MV,MV,AlcatelOneTouch,0
2555,27,0,2,2,0.0,0.2014925373,0.0,134,0,0,1,29,8.0.0,US,Facebook,MV,samsung,0
1031,41,0,6,0,0.05755395683,0.2589928058,0.0,139,0,0,1,43,8.0.0,CA,MV,MV,samsung,0
5897,41,0,0,1,0.01851851852,0.1666666667,0.0,54,0,0,0,43,7,US,MV,MV,LGE,0
237,33,0,12,0,0.027173913039999997,0.2880434783,0.0,184,0,0,0,35,7,DE,Bidalgo - Facebook,MV,asus,0
6439,29,0,2,0,0.01111111111,0.05555555556,0.0,90,0,1,1,31,8.0.0,NZ,Facebook,MV,samsung,0
6855,21,0,5,3,0.0193236715,0.2995169082,0.0,207,0,1,1,23,9,GB,Bidalgo - Facebook,MV,HUAWEI,0
214,63,0,2,1,0.05147058824,0.05147058824,0.0,136,0,1,1,65,8.0.0,NZ,Facebook,MV,samsung,0
7598,18,0,3,1,0.05405405405,0.1891891892,0.0,37,0,1,0,20,7.1.1,CA,MV,MV,samsung,0
467,28,0,5,3,0.007142857143,0.1142857143,0.0,140,0,1,1,30,8.0.0,CA,MV,MV,samsung,0
8857,27,0,0,0,0.04444444444,0.2,0.0,45,0,1,1,29,8.1.0,NZ,Bidalgo - Facebook,MV,samsung,0
844,16,0,0,1,0.0243902439,0.1219512195,0.0,41,0,0,0,18,7.1.1,US,Google Adwords,MV,samsung,0
6687,53,0,0,0,0.0,0.1818181818,0.0,22,0,1,0,55,6.0.1,US,Bidalgo - Facebook,MV,LGE,0
5518,19,0,1,1,0.02702702703,0.2567567568,0.0,74,0,0,1,21,8.1.0,FI,Facebook,MV,HUAWEI,0
9991,14,0,3,0,0.0,0.3555555556,0.0,45,0,0,1,16,8.1.0,US,YouTube,MV,LGE,0
709,32,0,2,0,0.0,0.0625,0.0,64,0,0,0,34,6.0.1,DE_GB_US,MV,MV,samsung,0
5640,23,0,1,2,0.037735849060000014,0.037735849060000014,0.0,53,0,0,0,25,7.1.1,US,Bidalgo - Facebook,MV,ZTE,0
1163,22,0,0,0,0.0,0.05882352941000001,0.0,34,0,0,1,24,8.1.0,US,Other,MV,LGE,0
251,29,1,5,2,0.06467661692000001,0.2487562189,1.0,201,1,1,1,31,8.0.0,US,Facebook,MV,LGE,0
7172,40,0,1,1,0.02857142857,0.14285714289999998,0.0,70,0,0,1,42,8.0.0,NZ,Facebook,MV,samsung,0
5639,24,0,11,3,0.04,0.1973333333,0.0,375,0,1,1,26,8.1.0,US,Facebook,MV,samsung,0
5344,16,0,5,1,0.029411764710000007,0.3088235294,0.0,68,0,0,1,18,8.1.0,MX,Bidalgo - Facebook,MV,LGE,0
6163,20,0,7,0,0.04587155963,0.2844036697,0.0,109,0,1,1,22,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
6144,21,0,5,1,0.01298701299,0.1688311688,0.0,77,0,1,1,23,8.0.0,FI,Facebook,MV,samsung,0
8532,44,0,4,2,0.05729166667000001,0.15625,0.0,192,0,0,1,46,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
965,19,0,2,2,0.057692307689999986,0.1923076923,0.0,52,0,1,1,21,8.1.0,GB,MV,MV,Google,0
8118,36,0,1,0,0.01219512195,0.2926829268,0.0,82,0,1,0,38,6.0.1,AT_DE,Facebook,MV,Sony,0
3490,45,0,6,0,0.052083333330000016,0.1875,0.0,96,0,0,0,47,7,SE,Facebook,MV,HUAWEI,0
8362,42,0,1,1,0.01639344262,0.2459016393,0.0,61,0,0,1,44,8.0.0,FR,Bidalgo - Instagram,MV,samsung,0
6558,23,0,2,0,0.02272727273,0.4545454545000001,0.0,44,0,0,1,25,8.0.0,FI,Facebook,MV,HUAWEI,0
1097,13,0,2,0,0.0,0.2666666667,0.0,15,0,1,0,15,4.4.4,US,MV,MV,samsung,0
6055,22,0,3,0,0.01685393258,0.5168539326,0.0,178,0,0,1,24,8.0.0,FR,Bidalgo - Instagram,MV,HUAWEI,0
2932,14,0,2,1,0.0,0.21951219510000006,0.0,41,0,0,0,16,7,US,Facebook,MV,samsung,0
2503,53,0,1,0,0.06306306306,0.04504504505,0.0,111,0,0,1,55,8.0.0,SE,Bidalgo - Facebook,MV,samsung,0
228,18,0,1,0,0.0,0.08823529412,0.0,34,0,0,0,20,7,US,Facebook,MV,LGE,0
5414,41,0,7,1,0.04761904762,0.4095238095,0.0,105,0,1,1,43,8.1.0,DE,Facebook,MV,samsung,0
546,27,0,5,1,0.006329113924,0.08860759493999999,0.0,158,0,1,1,29,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
9312,23,0,1,0,0.0,0.42,0.0,50,0,0,0,25,7,US,MV,MV,LGE,0
4775,45,0,1,2,0.1046511628,0.1337209302,0.0,172,0,1,1,47,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
8034,20,0,1,0,0.0,0.1219512195,0.0,41,0,0,0,22,7.1.1,US,Bidalgo - Facebook,MV,ZTE,0
9458,41,0,8,1,0.04779411765,0.125,0.0,272,0,1,0,43,6.0.1,AU,MV,MV,OPPO,0
2282,28,0,5,2,0.01869158879,0.2710280374,0.0,107,0,0,1,30,8.0.0,SG,Bidalgo - Instagram,MV,samsung,0
2914,32,0,0,0,0.02173913043,0.3043478261,0.0,46,0,1,0,34,7.1.2,US,Facebook,MV,LGE,0
6861,27,0,2,2,0.01639344262,0.04918032787,0.0,61,0,0,1,29,8.0.0,US,Bidalgo - Facebook,MV,motorola,0
7119,18,0,6,1,0.0243902439,0.4390243902000001,0.0,123,0,1,1,20,8.1.0,SG,Bidalgo - Instagram,MV,HUAWEI,0
5980,31,0,6,0,0.0,0.1818181818,0.0,44,0,1,1,33,8.1.0,US,Other,MV,samsung,0
8396,18,0,1,0,0.0,0.1960784314,0.0,51,0,0,0,20,7,US,MV,MV,samsung,0
6961,14,0,2,0,0.0,0.2121212121,0.0,33,0,0,0,16,7.1.1,US,Bidalgo - Instagram,MV,motorola,0
4694,60,0,2,1,0.0,0.1219512195,0.0,41,0,0,1,62,8.0.0,US,Bidalgo - Facebook,MV,LGE,0
4006,23,0,0,0,0.0,0.06451612903,0.0,31,0,0,0,25,7,US,MV,MV,samsung,0
2645,30,0,6,1,0.0,0.2272727273,0.0,44,0,1,1,32,9,GB,Bidalgo - Instagram,MV,HUAWEI,0
1480,26,0,1,0,0.0,0.1,0.0,30,0,0,1,28,8.1.0,US,Bidalgo - Facebook,MV,LGE,0
1330,19,0,1,0,0.006134969325,0.1165644172,0.0,163,0,0,1,21,8.1.0,SG,Facebook,MV,OPPO,0
823,26,0,1,0,0.0,0.1081081081,0.0,37,0,0,0,28,7,US,Facebook,MV,samsung,0
3262,18,0,2,1,0.02631578947,0.05263157895,0.0,38,0,1,0,20,7.1.2,US,Bidalgo - Facebook,MV,LGE,0
6192,26,0,2,1,0.0447761194,0.3582089552,0.0,67,0,1,0,28,6,CA,Bidalgo - Facebook,MV,LGE,0
2715,13,0,1,1,0.0,0.1948051948,0.0,77,0,0,1,15,8.0.0,US,MV,MV,samsung,0
1983,22,0,1,1,0.03333333333,0.1333333333,0.0,30,0,1,0,24,6.0.1,US,MV,MV,samsung,0
7905,26,1,2,0,0.01282051282,0.1538461538,1.0,78,1,1,1,28,8.0.0,US,Facebook,MV,samsung,0
1541,23,0,3,1,0.0,0.2056074766,0.0,107,0,0,1,25,8.0.0,CA,MV,MV,samsung,0
3030,13,0,5,1,0.0,0.1935483871,0.0,62,0,0,0,15,6.0.1,US,Google Adwords,MV,LGE,0
2921,38,0,1,1,0.02857142857,0.14285714289999998,0.0,35,0,0,0,40,7,US,Facebook,MV,LGE,0
7522,21,0,2,0,0.0,0.1666666667,0.0,30,0,1,0,23,7.1.1,US,Fyber - Android,MV,motorola,0
542,39,0,0,0,0.0,0.25,0.0,12,0,0,0,41,6.0.1,DE,Bidalgo - Facebook,MV,LGE,0
2970,57,0,8,1,0.0,0.4090909091,0.0,88,0,1,1,59,8.0.0,US,Facebook,MV,motorola,0
5142,38,0,6,0,0.03125,0.296875,0.0,64,0,1,0,40,7.1.2,US,Bidalgo - Facebook,MV,LGE,0
4659,23,0,9,1,0.0243902439,0.243902439,0.0,123,0,0,1,25,8.0.0,CA,Bidalgo - Facebook,MV,samsung,0
6839,25,0,2,1,0.0,0.0612244898,0.0,49,0,0,0,27,7,NZ,Bidalgo - Instagram,MV,Sony,0
8090,25,0,3,1,0.11,0.1,0.0,100,0,1,1,27,8.0.0,US,MV,MV,samsung,0
7082,15,0,2,1,0.0,0.3333333333,0.0,42,0,0,1,17,8.1.0,US,MV,MV,samsung,0
3560,12,0,1,0,0.0,0.1884057971,0.0,69,0,1,1,14,8.0.0,US,MV,MV,samsung,0
7891,18,0,0,0,0.0,0.03703703704,0.0,27,0,0,0,20,7,US,Bidalgo - Instagram,MV,LGE,0
9213,27,0,3,2,0.02173913043,0.1304347826,0.0,46,0,1,0,29,7.1.1,US,MV,MV,LGE,0
6852,13,0,2,1,0.0,0.313559322,0.0,118,0,0,1,15,8.0.0,US,MV,MV,samsung,0
8580,28,0,1,0,0.0,0.1851851852,0.0,27,0,0,0,30,7,US,YouTube,MV,LGE,0
8076,24,0,2,2,0.05882352941000001,0.1911764706,0.0,68,0,0,1,26,8.0.0,US,Bidalgo - Facebook,MV,motorola,0
4712,16,0,4,1,0.0,0.2,0.0,55,0,1,0,18,7.1.1,US,MV,MV,ALCATEL,0
272,21,0,3,1,0.07142857142999999,0.1904761905,0.0,42,0,0,1,23,9,FR,Bidalgo - Instagram,MV,HUAWEI,0
5570,23,0,1,0,0.08163265306,0.2448979592,0.0,49,0,0,0,25,7,US,Facebook,MV,LGE,0
3910,18,0,2,0,0.0,0.21875,0.0,64,0,0,0,20,7,US,YouTube,MV,LENOVO,0
7372,13,0,0,0,0.0,0.1111111111,0.0,18,0,0,0,15,6.0.1,CA,YouTube,MV,samsung,0
8835,21,0,0,0,0.04166666667,0.1666666667,0.0,48,0,0,1,23,8.1.0,GB,Bidalgo - Instagram,MV,samsung,0
9488,47,0,0,0,0.0,0.16216216220000002,0.0,37,0,0,0,49,7,US,Bidalgo - Instagram,MV,samsung,0
8351,19,0,3,1,0.05882352941000001,0.1176470588,0.0,51,0,0,1,21,8.0.0,SE,Facebook,MV,HUAWEI,0
9163,31,0,6,2,0.05747126437000001,0.2298850575,0.0,87,0,0,1,33,8.1.0,CA,Bidalgo - Instagram,MV,HUAWEI,0
7626,26,0,8,2,0.03296703297,0.4835164835,0.0,91,0,1,1,28,8.1.0,US,Bidalgo - Facebook,MV,LGE,0
7895,28,0,0,0,0.0,0.04761904762,0.0,42,0,1,0,30,7.1.1,US,Facebook,MV,ZTE,0
322,24,0,7,1,0.0447761194,0.2014925373,0.0,134,0,0,0,26,6.0.1,DE,Facebook,MV,samsung,0
1817,47,0,3,1,0.04347826087,0.347826087,0.0,69,0,1,0,49,7.1.1,AU,Bidalgo - Facebook,MV,samsung,0
8458,32,0,1,0,0.0618556701,0.1134020619,0.0,97,0,1,1,34,8.1.0,SG,Bidalgo - Facebook,MV,Xiaomi,0
175,35,0,3,0,0.01265822785,0.2151898734,0.0,79,0,0,0,37,5.0.2,CA,MV,MV,samsung,0
8577,23,0,3,1,0.0,0.17948717949999998,0.0,39,0,0,0,25,7,SG,Facebook,MV,samsung,0
4948,47,0,5,1,0.06956521739,0.1913043478,0.0,115,0,0,1,49,8.0.0,DK,Facebook,MV,HUAWEI,0
1959,48,0,1,0,0.05970149254,0.01492537313,0.0,67,0,1,1,50,8.0.0,GB,Other,MV,samsung,0
5502,26,0,8,3,0.1678832117,0.17518248179999998,0.0,137,0,1,0,28,7,US,Bidalgo - Instagram,MV,LGE,0
8694,22,0,1,1,0.0,0.03448275862,0.0,29,0,1,0,24,7.1.2,US,Fyber - Android,MV,LGE,0
1219,23,0,1,0,0.0,0.06451612903,0.0,31,0,0,0,25,7,US,MV,MV,samsung,0
9694,24,0,1,1,0.03225806452,0.06451612903,0.0,31,0,1,1,26,8.0.0,US,Bidalgo - Facebook,MV,motorola,0
3195,52,0,5,1,0.04761904762,0.17460317460000002,0.0,63,0,1,1,54,8.0.0,CA,Bidalgo - Facebook,MV,samsung,0
6515,20,1,1,0,0.02105263158,0.1894736842,2.0,95,1,0,0,22,7,US,MV,MV,motorola,0
5757,22,0,2,3,0.008928571429,0.25892857140000003,0.0,112,0,0,1,24,8.0.0,US,Google Adwords,MV,samsung,0
5325,15,0,1,0,0.0,0.09090909091,0.0,44,0,0,1,17,8.0.0,US,Facebook,MV,samsung,0
121,32,0,1,1,0.025,0.325,0.0,40,0,0,1,34,8.1.0,US,MV,MV,LGE,0
4646,22,0,2,1,0.01333333333,0.1466666667,0.0,75,0,0,1,24,8.0.0,US,Facebook,MV,samsung,0
4699,37,0,6,2,0.03157894737,0.1263157895,0.0,95,0,0,1,39,8.0.0,US,Facebook,MV,LGE,0
7720,15,0,2,1,0.02409638554,0.1325301205,0.0,83,0,0,1,17,8.0.0,US,Facebook,MV,samsung,0
8781,29,0,4,1,0.009708737864,0.1844660194,0.0,103,0,1,1,31,9,SE,Bidalgo - Instagram,MV,Sony,0
1913,18,0,0,2,0.02,0.14,0.0,50,0,0,1,20,8.0.0,US,Facebook,MV,samsung,0
4604,25,0,2,1,0.0652173913,0.09782608696,0.0,92,0,1,0,27,7,CA,Bidalgo - Facebook,MV,samsung,0
7465,30,0,2,1,0.01960784314,0.13725490199999998,0.0,51,0,0,0,32,6.0.1,US,Facebook,MV,ZTE,0
8533,16,0,3,0,0.0,0.1052631579,0.0,76,0,0,1,18,8.0.0,US,MV,MV,samsung,0
1591,20,0,5,1,0.018867924530000003,0.3081761006,0.0,159,0,1,1,22,8.0.0,SG,Facebook,MV,samsung,0
1922,30,0,2,1,0.018867924530000003,0.16037735849999998,0.0,106,0,0,1,32,9,US,Bidalgo - Facebook,MV,samsung,0
6970,38,0,2,0,0.025,0.225,0.0,40,0,1,1,40,8.1.0,US,Bidalgo - Facebook,MV,LGE,0
8848,37,0,10,0,0.01639344262,0.3442622951,0.0,61,0,1,0,39,7,US,MV,MV,samsung,0
1646,18,0,3,1,0.0350877193,0.2105263158,0.0,57,0,0,1,20,8.0.0,FI,Bidalgo - Facebook,MV,HUAWEI,0
5956,23,0,2,1,0.02083333333,0.2083333333,0.0,48,0,1,0,25,7.1.1,US,Bidalgo - Facebook,MV,samsung,0
9944,19,0,4,1,0.01612903226,0.1774193548,0.0,62,0,0,1,21,8.0.0,US,Facebook,MV,samsung,0
2804,15,0,5,1,0.02702702703,0.1486486486,0.0,74,0,0,1,17,8.1.0,GB,Facebook,MV,samsung,0
1551,42,0,1,0,0.03278688525,0.1967213115,0.0,61,0,0,1,44,8.1.0,US,Facebook,MV,LGE,0
9057,23,0,4,2,0.0,0.1129032258,0.0,62,0,0,1,25,8.0.0,US,Facebook,MV,samsung,0
2106,34,0,2,1,0.04411764706,0.1911764706,0.0,68,0,1,1,36,8.0.0,US,Other,MV,LGE,0
5379,42,0,4,2,0.1318681319,0.1978021978,0.0,91,0,1,0,44,7.1.1,US,Facebook,MV,samsung,0
4153,21,0,0,0,0.016949152539999998,0.05084745763,0.0,59,0,0,0,23,6.0.1,US,Fluent,Fluent,samsung,0
4941,23,0,2,1,0.0,0.2105263158,0.0,38,0,0,0,25,7.1.1,US,MV,MV,samsung,0
6871,32,0,5,0,0.03947368421,0.2763157895,0.0,76,0,1,1,34,8.0.0,GB,Facebook,MV,samsung,0
7767,14,0,6,1,0.0,0.2207792208,0.0,77,0,0,1,16,8.0.0,US,Facebook,MV,samsung,0
5176,24,0,0,0,0.0,0.0,0.0,37,0,1,0,26,7,US,Fyber - Android,MV,LGE,0
876,32,0,3,1,0.07692307692000001,0.358974359,0.0,39,0,1,1,34,8.1.0,US,Bidalgo - Facebook,MV,Alco,0
9469,23,0,2,1,0.0,0.08928571429,0.0,56,0,0,0,25,5.1.1,US,Facebook,MV,TCL,0
1035,28,0,1,1,0.01612903226,0.1612903226,0.0,62,0,1,1,30,8.0.0,DK,Bidalgo - Facebook,MV,LGE,0
9280,46,0,3,1,0.03174603175,0.1111111111,0.0,63,0,0,0,48,6.0.1,CA,Facebook,MV,samsung,0
1560,25,0,4,1,0.1263157895,0.1578947368,0.0,95,0,1,0,27,7.1.1,US,Bidalgo - Facebook,MV,samsung,0
1643,14,0,0,1,0.0,0.1842105263,0.0,38,0,0,1,16,8.0.0,US,Facebook,MV,motorola,0
13,16,0,6,1,0.0,0.4716981132,0.0,106,0,0,0,18,6.0.1,US,MV,MV,samsung,0
6657,22,0,3,0,0.05263157895,0.1353383459,0.0,133,0,0,1,24,8.0.0,SG,Bidalgo - Instagram,MV,samsung,0
4366,24,0,2,2,0.06451612903,0.1451612903,0.0,62,0,0,1,26,8.0.0,DE,Facebook,MV,samsung,0
4219,22,0,4,1,0.0,0.09195402299,0.0,174,0,1,1,24,8.1.0,AU,Facebook,MV,OPPO,0
815,23,0,2,1,0.1052631579,0.05263157895,0.0,38,0,0,0,25,5.1,AU,Facebook,MV,HUAWEI,0
2312,48,0,5,0,0.0119047619,0.1785714286,0.0,84,0,1,1,50,8.0.0,US,Other,MV,samsung,0
6371,21,0,2,0,0.0,0.08,0.0,50,0,0,0,23,6.0.1,US,Bidalgo - Facebook,MV,samsung,0
4931,28,0,1,0,0.04,0.04,0.0,25,0,1,0,30,7,US,Bidalgo - Facebook,MV,LGE,0
9681,36,0,7,1,0.0,0.1612903226,0.0,93,0,0,0,38,7,US,MV,MV,samsung,0
6815,27,0,7,0,0.01149425287,0.183908046,0.0,87,0,0,0,29,5,GB,Bidalgo - Facebook,MV,samsung,0
3290,20,0,4,0,0.05494505495,0.2087912088,0.0,91,0,1,0,22,7,GB,Bidalgo - Facebook,MV,samsung,0
3657,21,0,3,1,0.037735849060000014,0.2264150943,0.0,53,0,1,1,23,8.0.0,GB,Bidalgo - Facebook,MV,HUAWEI,0
5055,47,0,2,1,0.037735849060000014,0.05660377357999999,0.0,53,0,0,0,49,7,GB,MV,MV,samsung,0
4130,20,0,3,1,0.0,0.3050847458,0.0,59,0,0,0,22,6,FR,Bidalgo - Instagram,MV,HUAWEI,0
4036,20,0,6,1,0.02905569007,0.2203389831,1.0,413,1,0,1,22,8.0.0,FR,Bidalgo - Instagram,MV,samsung,0
4944,13,0,1,0,0.016949152539999998,0.2203389831,0.0,59,0,0,1,15,8.0.0,NZ,Facebook,MV,samsung,0
4451,12,0,0,0,0.0,0.2352941176,0.0,34,0,0,0,14,7,US,Facebook,MV,samsung,0
1050,60,0,2,2,0.02816901408,0.07042253521000001,0.0,71,0,1,0,62,7,US,Bidalgo - Facebook,MV,LGE,0
9590,31,0,5,0,0.02173913043,0.1376811594,0.0,138,0,0,1,33,8.0.0,NZ,Bidalgo - Instagram,MV,samsung,0
3333,13,0,3,1,0.02857142857,0.1571428571,0.0,70,0,0,1,15,8.0.0,US,Google Adwords,MV,samsung,0
1483,40,0,0,1,0.0,0.01724137931,0.0,58,0,1,0,42,7,US,Bidalgo - Facebook,MV,TCL,0
9916,23,0,1,0,0.0,0.029411764710000007,0.0,34,0,0,0,25,7.1.1,US,MV,MV,ZTE,0
233,23,0,1,1,0.09523809524,0.07936507937000001,0.0,63,0,0,1,25,8.1.0,FI,Facebook,MV,HUAWEI,0
2649,23,0,1,0,0.0,0.1041666667,0.0,48,0,0,1,25,8.0.0,GB,Facebook,MV,samsung,0
2812,24,0,2,2,0.01449275362,0.115942029,0.0,69,0,1,0,26,7,CA,Bidalgo - Instagram,MV,samsung,0
9732,18,0,0,0,0.05263157895,0.05263157895,0.0,38,0,1,1,20,8.1.0,US,Other,MV,LGE,0
6645,29,0,6,0,0.05333333333,0.3333333333,0.0,75,0,0,1,31,8.0.0,DK,Bidalgo - Facebook,MV,samsung,0
6422,19,0,3,1,0.02777777778,0.3055555556,0.0,36,0,1,0,21,7,NZ,Bidalgo - Facebook,MV,HUAWEI,0
4760,23,0,4,1,0.04819277108,0.0843373494,0.0,83,0,0,1,25,8.0.0,NZ,Bidalgo - Instagram,MV,samsung,0
7478,22,0,1,1,0.0,0.09677419355,0.0,62,0,0,1,24,8.0.0,US,Facebook,MV,samsung,0
4247,21,0,2,0,0.009523809524,0.14285714289999998,0.0,105,0,0,1,23,8.0.0,SG,Facebook,MV,samsung,0
1937,39,0,2,1,0.06,0.1,0.0,100,0,0,1,41,8.0.0,SE,Facebook,MV,samsung,0
2355,40,0,2,1,0.01041666667,0.03125,0.0,96,0,0,1,42,8.1.0,CA,Bidalgo - Facebook,MV,asus,0
3247,36,0,1,0,0.0,0.1395348837,0.0,43,0,0,1,38,8.0.0,DE,Facebook,MV,samsung,0
5169,27,0,4,2,0.03726708075,0.3850931677,0.0,161,0,1,1,29,8.0.0,AU,Bidalgo - Facebook,MV,samsung,0
6024,27,0,4,1,0.0,0.1764705882,0.0,34,0,0,0,29,7,FI,Facebook,MV,HUAWEI,0
9742,18,0,3,1,0.0,0.1186440678,0.0,59,0,0,0,20,7.1.1,GB,Facebook,MV,samsung,0
7662,14,1,3,0,0.01234567901,0.2962962963,1.0,81,1,0,0,16,7,US,Google Adwords,MV,samsung,0
6109,38,0,6,0,0.0303030303,0.3636363636,0.0,99,0,0,1,40,8.1.0,CA,Facebook,MV,Other,0
9518,25,0,2,2,0.009009009009,0.1441441441,0.0,111,0,1,1,27,8.0.0,US,Facebook,MV,samsung,0
9855,31,0,5,1,0.025,0.275,0.0,40,0,0,0,33,5.1.1,US,Facebook,MV,LGE,0
